Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1978-04-12 00:00:00-05:00,0.7977420687675476,0.8240051755460149,0.7977420687675476,0.7977420687675476,11657600,0.0,0.0
1978-04-13 00:00:00-05:00,0.8305703997612,0.8568335017416827,0.8305703997612,0.8305703997612,7366400,0.0,0.0
1978-04-14 00:00:00-05:00,0.8830968141555786,0.915926100197216,0.8830968141555786,0.8830968141555786,6771200,0.0,0.0
1978-04-17 00:00:00-05:00,0.8830965585848872,0.8830965585848872,0.8568334579467773,0.8568334579467773,4076800,0.0,0.0
1978-04-18 00:00:00-05:00,0.8568336204045734,0.8732486625303942,0.8502682447433472,0.8502682447433472,2966400,0.0,0.0
1978-04-19 00:00:00-05:00,0.8666825890541077,0.8896630095900395,0.8666825890541077,0.8666825890541077,2272000,0.0,0.0
1978-04-20 00:00:00-05:00,0.8896625638008118,0.9159256594002005,0.8896625638008118,0.8896625638008118,1699200,0.0,0.0
1978-04-21 00:00:00-05:00,0.8896629919584891,0.906077234236079,0.8830968141555786,0.8830968141555786,1046400,0.0,0.0
1978-04-24 00:00:00-05:00,0.883096831656999,0.8896630095900395,0.8666825890541077,0.8666825890541077,931200,0.0,0.0
1978-04-25 00:00:00-05:00,0.9060772657394409,0.9323403748913087,0.9060772657394409,0.9060772657394409,2256000,0.0,0.0
1978-04-26 00:00:00-05:00,0.9487547278404236,0.9750178400400656,0.9487547278404236,0.9487547278404236,1264000,0.0,0.0
1978-04-27 00:00:00-05:00,0.9487547278404236,0.9750178400400656,0.9487547278404236,0.9487547278404236,1075200,0.0,0.0
1978-04-28 00:00:00-05:00,1.0078465938568115,1.034109692058382,1.0078465938568115,1.0078465938568115,1971200,0.0,0.0
1978-05-01 00:00:00-04:00,0.9914327162895793,0.9914327162895793,0.9651696085929871,0.9651696085929871,1500800,0.0,0.0
1978-05-02 00:00:00-04:00,0.9750176668167114,1.0012807743504035,0.9750176668167114,0.9750176668167114,816000,0.0,0.0
1978-05-03 00:00:00-04:00,0.9750178400400656,0.9750178400400656,0.9487547278404236,0.9487547278404236,627200,0.0,0.0
1978-05-04 00:00:00-04:00,0.9651696085929871,0.9914327162895793,0.9651696085929871,0.9651696085929871,1046400,0.0,0.0
1978-05-05 00:00:00-04:00,0.9750176668167114,1.0012807743504035,0.9750176668167114,0.9750176668167114,681600,0.0,0.0
1978-05-08 00:00:00-04:00,0.9848662614822388,1.0078466746217116,0.9848662614822388,0.9848662614822388,918400,0.0,0.0
1978-05-09 00:00:00-04:00,0.991432785987854,1.0176958955307576,0.991432785987854,0.991432785987854,694400,0.0,0.0
1978-05-10 00:00:00-04:00,1.0012805461883545,1.0242609604153914,1.0012805461883545,1.0012805461883545,774400,0.0,0.0
1978-05-11 00:00:00-04:00,1.0341098308563232,1.0669383072714402,1.0341098308563232,1.0341098308563232,1449600,0.0,0.0
1978-05-12 00:00:00-04:00,1.0505245923995972,1.076787707209587,1.0505245923995972,1.0505245923995972,627200,0.0,0.0
1978-05-15 00:00:00-04:00,1.0505239060505107,1.0669381417110162,1.0406750440597534,1.0406750440597534,307200,0.0,0.0
1978-05-16 00:00:00-04:00,1.1096165180206299,1.1358796213881441,1.1096165180206299,1.1096165180206299,1225600,0.0,0.0
1978-05-17 00:00:00-04:00,1.1096163087952724,1.126030544933381,1.0997674465179443,1.0997674465179443,534400,0.0,0.0
1978-05-18 00:00:00-04:00,1.09976757496331,1.1161818130184895,1.0932013988494873,1.0932013988494873,633600,0.0,0.0
1978-05-19 00:00:00-04:00,1.0603729325829203,1.0603729325829203,1.0341098308563232,1.0341098308563232,1040000,0.0,0.0
1978-05-22 00:00:00-04:00,1.0341096208727927,1.0505238557473207,1.0242607593536377,1.0242607593536377,451200,0.0,0.0
1978-05-23 00:00:00-04:00,1.0078466746217116,1.0078466746217116,0.9848662614822388,0.9848662614822388,656000,0.0,0.0
1978-05-24 00:00:00-04:00,0.9750178400400656,0.9750178400400656,0.9487547278404236,0.9487547278404236,912000,0.0,0.0
1978-05-25 00:00:00-04:00,0.9750176668167114,1.0078469519770445,0.9750176668167114,0.9750176668167114,1171200,0.0,0.0
1978-05-26 00:00:00-04:00,0.991432785987854,1.0176958955307576,0.991432785987854,0.991432785987854,499200,0.0,0.0
1978-05-30 00:00:00-04:00,1.0341098308563232,1.0603729325829203,1.0341098308563232,1.0341098308563232,355200,0.0,0.0
1978-05-31 00:00:00-04:00,1.0341098308563232,1.0603729325829203,1.0341098308563232,1.0341098308563232,870400,0.0,0.0
1978-06-01 00:00:00-04:00,1.0341096208727927,1.0505238557473207,1.0242607593536377,1.0242607593536377,230400,0.0,0.0
1978-06-02 00:00:00-04:00,1.0242605606037518,1.0406747922932242,1.0176951885223389,1.0176951885223389,272000,0.0,0.0
1978-06-05 00:00:00-04:00,1.0341098308563232,1.0603729325829203,1.0341098308563232,1.0341098308563232,332800,0.0,0.0
1978-06-06 00:00:00-04:00,1.0505245923995972,1.076787707209587,1.0505245923995972,1.0505245923995972,1222400,0.0,0.0
1978-06-07 00:00:00-04:00,1.0505240690638817,1.0669383072714402,1.0341098308563232,1.0341098308563232,576000,0.0,0.0
1978-06-08 00:00:00-04:00,1.0505245923995972,1.076787707209587,1.0505245923995972,1.0505245923995972,569600,0.0,0.0
1978-06-09 00:00:00-04:00,1.0505239060505107,1.0669381417110162,1.0406750440597534,1.0406750440597534,339200,0.0,0.0
1978-06-12 00:00:00-04:00,1.0669385194778442,1.0932016264279845,1.0669385194778442,1.0669385194778442,774400,0.0,0.0
1978-06-13 00:00:00-04:00,1.1260308027267456,1.1522939071548544,1.1260308027267456,1.1260308027267456,1721600,0.0,0.0
1978-06-14 00:00:00-04:00,1.1424452066421509,1.168708314840821,1.1424452066421509,1.1424452066421509,646400,0.0,0.0
1978-06-15 00:00:00-04:00,1.1424452066421509,1.168708314840821,1.1424452066421509,1.1424452066421509,691200,0.0,0.0
1978-06-16 00:00:00-04:00,1.1358796213881441,1.1358796213881441,1.1096165180206299,1.1096165180206299,643200,0.0,0.0
1978-06-19 00:00:00-04:00,1.0997676490701784,1.0997676490701784,1.0767872333526611,1.0767872333526611,1452800,0.0,0.0
