Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.0,0.13693411553881565,0.12916481494903564,0.12916481494903564,620800,0.0,0.0
1980-03-18 00:00:00-05:00,0.0,0.13013583746345825,0.12819364666938782,0.12819364666938782,390400,0.0,0.0
1980-03-19 00:00:00-05:00,0.0,0.13013590342893386,0.12819371165037258,0.12916481494903564,70400,0.0,0.0
1980-03-20 00:00:00-05:00,0.0,0.13013590342893386,0.12819371165037258,0.12916481494903564,51200,0.0,0.0
1980-03-21 00:00:00-05:00,0.0,0.12722204625606537,0.12722204625606537,0.12722204625606537,38400,0.0,0.0
1980-03-24 00:00:00-05:00,0.0,0.12722204625606537,0.12722204625606537,0.12722204625606537,6400,0.0,0.0
1980-03-25 00:00:00-05:00,0.0,0.12625093758106232,0.12625093758106232,0.12625093758106232,19200,0.0,0.0
1980-03-26 00:00:00-05:00,0.0,0.12722202545752337,0.12625093758106232,0.12625093758106232,102400,0.0,0.0
1980-03-27 00:00:00-05:00,0.0,0.12527984415215293,0.12042434513568878,0.12042434513568878,256000,0.0,0.0
1980-03-28 00:00:00-05:00,0.0,0.12333770096302032,0.12042440600802712,0.12333770096302032,57600,0.0,0.0
1980-03-31 00:00:00-05:00,0.0,0.12625093758106232,0.12430873219062893,0.12625093758106232,96000,0.0,0.0
1980-04-01 00:00:00-05:00,0.0,0.12916481494903564,0.12625101603380615,0.12916481494903564,460800,0.0,0.0
1980-04-02 00:00:00-05:00,0.0,0.13013587892055511,0.12819368750776508,0.13013587892055511,51200,0.0,0.0
1980-04-03 00:00:00-05:00,0.0,0.12916481494903564,0.12722210451370433,0.12916481494903564,729600,0.0,0.0
1980-04-07 00:00:00-05:00,0.0,0.12722205896881889,0.1243087649345398,0.1243087649345398,160000,0.0,0.0
1980-04-08 00:00:00-05:00,0.0,0.1243087649345398,0.1243087649345398,0.1243087649345398,19200,0.0,0.0
1980-04-09 00:00:00-05:00,0.0,0.12722205896881889,0.1243087649345398,0.1243087649345398,268800,0.0,0.0
1980-04-10 00:00:00-05:00,0.0,0.12625097083656556,0.1243087649345398,0.1243087649345398,32000,0.0,0.0
